Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.87     0.00        1     0.00     0.00  std::_Hashtable<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::~_Hashtable()
  0.00      3.87     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_Deque_impl::_Deque_impl()
  0.00      3.87     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl()
  0.00      3.87     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_M_create_nodes(int**, int**)
  0.00      3.87     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_Deque_impl_data::_Deque_impl_data()
  0.00      3.87     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_M_destroy_nodes(int**, int**)
  0.00      3.87     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_Deque_base()
  0.00      3.87     0.00        1     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::~_Deque_base()
  0.00      3.87     0.00        1     0.00     0.00  unsigned long long* std::__copy_move<false, false, std::forward_iterator_tag>::__copy_m<std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*>(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*)
  0.00      3.87     0.00        1     0.00     0.00  std::char_traits<char>::copy(char*, char const*, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::char_traits<char>::length(char const*)
  0.00      3.87     0.00        1     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      3.87     0.00        1     0.00     0.00  void std::_Destroy_aux<true>::__destroy<char*>(char*, char*)
  0.00      3.87     0.00        1     0.00     0.00  void std::_Destroy_aux<true>::__destroy<unsigned long long*>(unsigned long long*, unsigned long long*)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl()
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base()
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl()
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_M_create_storage(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_Vector_impl_data::_Vector_impl_data()
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::~_Vector_base()
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_allocate(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_impl::_Vector_impl(std::allocator<unsigned long long> const&)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_impl::~_Vector_impl()
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_deallocate(unsigned long long*, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_impl_data::_Vector_impl_data()
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_base(std::allocator<unsigned long long> const&)
  0.00      3.87     0.00        1     0.00     0.00  std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::~_Vector_base()
  0.00      3.87     0.00        1     0.00     0.00  std::unordered_set<unsigned long long, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<unsigned long long> >::end()
  0.00      3.87     0.00        1     0.00     0.00  std::unordered_set<unsigned long long, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<unsigned long long> >::begin()
  0.00      3.87     0.00        1     0.00     0.00  std::unordered_set<unsigned long long, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<unsigned long long> >::reserve(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::unordered_set<unsigned long long, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<unsigned long long> >::unordered_set()
  0.00      3.87     0.00        1     0.00     0.00  std::unordered_set<unsigned long long, std::hash<unsigned long long>, std::equal_to<unsigned long long>, std::allocator<unsigned long long> >::~unordered_set()
  0.00      3.87     0.00        1     0.00     0.00  std::__new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__new_allocator<std::__detail::_Hash_node_base*>::allocate(unsigned long, void const*)
  0.00      3.87     0.00        1     0.00     0.00  std::__new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*)
  0.00      3.87     0.00        1     0.00     0.00  std::__new_allocator<unsigned long long>::deallocate(unsigned long long*, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__new_allocator<unsigned long long>::allocate(unsigned long, void const*)
  0.00      3.87     0.00        1     0.00     0.00  std::__ptr_traits_ptr_to<std::__detail::_Hash_node_base**, std::__detail::_Hash_node_base*, false>::pointer_to(std::__detail::_Hash_node_base*&)
  0.00      3.87     0.00        1     0.00     0.00  std::__ptr_traits_ptr_to<char*, char, false>::pointer_to(char&)
  0.00      3.87     0.00        1     0.00     0.00  unsigned long long* std::__uninitialized_copy<true>::__uninit_copy<std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*>(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*)
  0.00      3.87     0.00        1     0.00     0.00  char* std::__uninitialized_fill_n<true>::__uninit_fill_n<char*, unsigned long, char>(char*, unsigned long, char const&)
  0.00      3.87     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::uniform_int_distribution<unsigned long long>::uniform_int_distribution(unsigned long long, unsigned long long)
  0.00      3.87     0.00        1     0.00     0.00  std::uniform_int_distribution<unsigned long long>::uniform_int_distribution()
  0.00      3.87     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::deque<int, std::allocator<int> >::_M_destroy_data(std::_Deque_iterator<int, int&, int*>, std::_Deque_iterator<int, int&, int*>, std::allocator<int> const&)
  0.00      3.87     0.00        1     0.00     0.00  std::deque<int, std::allocator<int> >::end()
  0.00      3.87     0.00        1     0.00     0.00  std::deque<int, std::allocator<int> >::deque()
  0.00      3.87     0.00        1     0.00     0.00  std::deque<int, std::allocator<int> >::~deque()
  0.00      3.87     0.00        1     0.00     0.00  std::queue<int, std::deque<int, std::allocator<int> > >::queue<std::deque<int, std::allocator<int> >, void>()
  0.00      3.87     0.00        1     0.00     0.00  std::queue<int, std::deque<int, std::allocator<int> > >::~queue()
  0.00      3.87     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_initialize(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector()
  0.00      3.87     0.00        1     0.00     0.00  std::vector<char, std::allocator<char> >::_S_max_size(std::allocator<char> const&)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<char, std::allocator<char> >::_S_check_init_len(unsigned long, std::allocator<char> const&)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<char, std::allocator<char> >::_M_fill_initialize(unsigned long, char const&)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<char, std::allocator<char> >::vector(unsigned long, char const&, std::allocator<char> const&)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<char, std::allocator<char> >::~vector()
  0.00      3.87     0.00        1     0.00     0.00  std::vector<unsigned long long, std::allocator<unsigned long long> >::_S_max_size(std::allocator<unsigned long long> const&)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<unsigned long long, std::allocator<unsigned long long> >::_S_check_init_len(unsigned long, std::allocator<unsigned long long> const&)
  0.00      3.87     0.00        1     0.00     0.00  void std::vector<unsigned long long, std::allocator<unsigned long long> >::_M_range_initialize<std::__detail::_Node_iterator<unsigned long long, true, false> >(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, std::forward_iterator_tag)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<unsigned long long, std::allocator<unsigned long long> >::end()
  0.00      3.87     0.00        1     0.00     0.00  std::vector<unsigned long long, std::allocator<unsigned long long> >::begin()
  0.00      3.87     0.00        1     0.00     0.00  std::vector<unsigned long long, std::allocator<unsigned long long> >::vector<std::__detail::_Node_iterator<unsigned long long, true, false>, void>(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, std::allocator<unsigned long long> const&)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<unsigned long long, std::allocator<unsigned long long> >::~vector()
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_allocate(std::allocator<char>&, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&)
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider()
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data()
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::assign(char const*)
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*)
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string()
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string()
  0.00      3.87     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=(char const*)
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Rehash_base<unsigned long long, unsigned long long, std::allocator<unsigned long long>, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true>, std::integral_constant<bool, true> >::reserve(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hash_code_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_Hash_code_base()
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hashtable_base<unsigned long long, unsigned long long, std::__detail::_Identity, std::equal_to<unsigned long long>, std::hash<unsigned long long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, true, true> >::_Hashtable_base()
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_allocate_buckets(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<unsigned long long, false>*)
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::_Hashtable_alloc()
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<unsigned long long, false> > >::~_Hashtable_alloc()
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float)
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<unsigned long long, false> >, true>::_Hashtable_ebo_helper()
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::allocator<std::__detail::_Hash_node<unsigned long long, false> >, true>::~_Hashtable_ebo_helper()
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::equal_to<unsigned long long>, true>::_Hashtable_ebo_helper()
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hashtable_ebo_helper<1, std::hash<unsigned long long>, true>::_Hashtable_ebo_helper()
  0.00      3.87     0.00        1     0.00     0.00  std::iterator_traits<std::__detail::_Node_iterator<unsigned long long, true, false> >::difference_type std::__distance<std::__detail::_Node_iterator<unsigned long long, true, false> >(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, std::input_iterator_tag)
  0.00      3.87     0.00        1     0.00     0.00  char* std::__fill_n_a<char*, unsigned long, char>(char*, unsigned long, char const&, std::random_access_iterator_tag)
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hash_node_base** std::__addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&)
  0.00      3.87     0.00        1     0.00     0.00  char* std::__addressof<char>(char&)
  0.00      3.87     0.00        1     0.00     0.00  unsigned long long* std::__niter_base<unsigned long long*>(unsigned long long*)
  0.00      3.87     0.00        1     0.00     0.00  unsigned long long* std::__niter_wrap<unsigned long long*>(unsigned long long* const&, unsigned long long*)
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hash_node_base** std::__to_address<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base**)
  0.00      3.87     0.00        1     0.00     0.00  unsigned long long* std::__copy_move_a<false, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*>(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*)
  0.00      3.87     0.00        1     0.00     0.00  unsigned long long* std::__copy_move_a1<false, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*>(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*)
  0.00      3.87     0.00        1     0.00     0.00  unsigned long long* std::__copy_move_a2<false, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*>(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*)
  0.00      3.87     0.00        1     0.00     0.00  std::__size_to_integer(unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  unsigned long long* std::uninitialized_copy<std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*>(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*)
  0.00      3.87     0.00        1     0.00     0.00  char* std::uninitialized_fill_n<char*, unsigned long, char>(char*, unsigned long, char const&)
  0.00      3.87     0.00        1     0.00     0.00  unsigned long long* std::__uninitialized_copy_a<std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*, unsigned long long>(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*, std::allocator<unsigned long long>&)
  0.00      3.87     0.00        1     0.00     0.00  char* std::__uninitialized_fill_n_a<char*, unsigned long, char, char>(char*, unsigned long, char const&, std::allocator<char>&)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long)
  0.00      3.87     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&)
  0.00      3.87     0.00        1     0.00     0.00  unsigned long long* std::copy<std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*>(std::__detail::_Node_iterator<unsigned long long, true, false>, std::__detail::_Node_iterator<unsigned long long, true, false>, unsigned long long*)
  0.00      3.87     0.00        1     0.00     0.00  std::remove_reference<std::allocator<char>&>::type&& std::move<std::allocator<char>&>(std::allocator<char>&)
  0.00      3.87     0.00        1     0.00     0.00  char* std::fill_n<char*, unsigned long, char>(char*, unsigned long, char const&)
  0.00      3.87     0.00        1     0.00     0.00  void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      3.87     0.00        1     0.00     0.00  void std::_Destroy<char*>(char*, char*)
  0.00      3.87     0.00        1     0.00     0.00  void std::_Destroy<unsigned long long*>(unsigned long long*, unsigned long long*)
  0.00      3.87     0.00        1     0.00     0.00  void std::__fill_a<char*, char>(char*, char*, char const&)
  0.00      3.87     0.00        1     0.00     0.00  __gnu_cxx::__enable_if<std::__is_byte<char>::__value, void>::__type std::__fill_a1<char>(char*, char*, char const&)
  0.00      3.87     0.00        1     0.00     0.00  std::__detail::_Hash_node_base** std::addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&)
  0.00      3.87     0.00        1     0.00     0.00  char* std::addressof<char>(char&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.26% of 3.87 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    3.87                 main [1]
                0.00    3.86       1/1           generate_simple_graph_Gnm(Graph&, unsigned long, unsigned int) [2]
                0.00    0.01       1/1           euler_find(Graph const&) [26]
                0.00    0.00       1/1           Graph::Graph(unsigned long, bool) [246]
                0.00    0.00       1/1           Graph::edges() const [248]
                0.00    0.00       1/1           print_result(EulerResult const&) [242]
                0.00    0.00       1/1           EulerResult::~EulerResult() [244]
                0.00    0.00       1/1           Graph::~Graph() [247]
-----------------------------------------------
                0.00    3.86       1/1           main [1]
[2]     99.7    0.00    3.86       1         generate_simple_graph_Gnm(Graph&, unsigned long, unsigned int) [2]
                3.75    0.01  120000/120000      id_to_pair_undirected(unsigned long, unsigned long long) [3]
                0.01    0.05  120000/120000      Graph::add_edge(int, int) [4]
                0.00    0.04       1/1           sample_ids(unsigned long long, unsigned long long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [5]
                0.00    0.00  120000/120000      std::tuple_element<0ul, std::pair<int, int> >::type&& std::get<0ul, int, int>(std::pair<int, int>&&) [31]
                0.00    0.00  120000/120000      std::tuple_element<1ul, std::pair<int, int> >::type&& std::get<1ul, int, int>(std::pair<int, int>&&) [32]
                0.00    0.00  120001/120001      bool __gnu_cxx::operator==<unsigned long long*, std::vector<unsigned long long, std::allocator<unsigned long long> > >(__gnu_cxx::__normal_iterator<unsigned long long*, std::vector<unsigned long long, std::allocator<unsigned long long> > > const&, __gnu_cxx::__normal_iterator<unsigned long long*, std::vector<unsigned long long, std::allocator<unsigned long long> > > const&) [108]
                0.00    0.00  120000/120000      __gnu_cxx::__normal_iterator<unsigned long long*, std::vector<unsigned long long, std::allocator<unsigned long long> > >::operator*() const [113]
                0.00    0.00  120000/120000      __gnu_cxx::__normal_iterator<unsigned long long*, std::vector<unsigned long long, std::allocator<unsigned long long> > >::operator++() [112]
                0.00    0.00       1/1           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [311]
                0.00    0.00       1/1           std::vector<unsigned long long, std::allocator<unsigned long long> >::begin() [335]
                0.00    0.00       1/1           std::vector<unsigned long long, std::allocator<unsigned long long> >::end() [334]
                0.00    0.00       1/1           std::vector<unsigned long long, std::allocator<unsigned long long> >::~vector() [337]
-----------------------------------------------
                3.75    0.01  120000/120000      generate_simple_graph_Gnm(Graph&, unsigned long, unsigned int) [2]
[3]     97.0    3.75    0.01  120000         id_to_pair_undirected(unsigned long, unsigned long long) [3]
                0.00    0.01  120000/120000      std::pair<int, int>::pair<int, int>(int&&, int&&) [28]
-----------------------------------------------
                0.01    0.05  120000/120000      generate_simple_graph_Gnm(Graph&, unsigned long, unsigned int) [2]
[4]      1.6    0.01    0.05  120000         Graph::add_edge(int, int) [4]
                0.00    0.02  240000/240000      std::vector<int, std::allocator<int> >::push_back(int const&) [16]
                0.00    0.01  480000/648935      std::vector<int, std::allocator<int> >::end() [17]
                0.00    0.01  240000/240000      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [22]
                0.00    0.01  240000/408935      std::vector<int, std::allocator<int> >::begin() [19]
                0.00    0.00  240000/240000      (anonymous namespace)::in_range(unsigned long, int) [76]
                0.00    0.00  240000/240000      std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [81]
                0.00    0.00  240000/240000      bool __gnu_cxx::operator==<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [79]
-----------------------------------------------
                0.00    0.04       1/1           generate_simple_graph_Gnm(Graph&, unsigned long, unsigned int) [2]
